"","x"
"9495",1
"9496",1
"9497",1
"9498",1
"9499",6
"9500",0
"9501",2
"9502",0
"9503",0
"9504",0
"9505",0
"9506",0
"9507",0
"9508",0
"9509",1
"9510",3
"9511",5
"9512",2
"9513",1
"9514",0
"9515",2
"9516",2
"9517",0
"9518",0
"9519",0
"9520",1
"9521",2
"9522",4
"9523",2
"9524",2
"9525",2
"9526",1
"9527",0
"9528",2
"9529",2
"9530",0
"9531",3
"9532",2
"9533",1
"9534",1
"9535",3
"9536",1
"9537",2
"9538",1
"9539",1
"9540",1
"9541",1
"9542",3
"9543",1
"9544",1
"9545",1
"9546",1
"9547",0
"9548",3
"9549",2
"9550",1
"9551",0
"9552",0
"9553",12
"9554",1
"9555",1
"9556",1
"9557",4
"9558",1
"9559",2
"9560",0
"9561",0
"9562",1
"9563",0
"9564",1
"9565",1
"9566",0
"9567",1
"9568",0
"9569",4
"9570",0
"9571",1
"9572",0
"9573",0
"9574",0
"9575",0
"9576",4
"9577",3
"9578",2
"9579",0
"9580",1
"9581",2
"9582",2
"9583",2
"9584",0
"9585",1
"9586",0
"9587",0
"9588",1
"9589",1
"9590",2
"9591",5
"9592",0
"9593",3
"9594",2
"9595",1
"9596",2
"9597",2
"9598",1
"9599",1
"9600",3
"9601",2
"9602",1
"9603",1
"9604",0
"9605",2
"9606",3
"9607",1
"9608",7
"9609",1
"9610",1
"9611",1
"9612",0
"9613",0
"9614",0
"9615",1
"9616",1
"9617",1
"9618",4
"9619",2
"9620",1
"9621",1
"9622",1
"9623",1
"9624",1
"9625",0
"9626",0
"9627",2
"9628",1
"9629",1
"9630",2
"9631",0
"9632",0
"9633",0
"9634",4
"9635",1
"9636",2
"9637",1
"9638",0
"9639",0
"9640",0
"9641",2
"9642",1
"9643",0
"9644",0
"9645",0
"9646",1
"9647",1
"9648",1
"9649",1
"9650",2
"9651",0
"9652",2
"9653",1
"9654",0
"9655",0
"9656",1
"9657",0
"9658",1
"9659",4
"9660",3
"9661",1
"9662",1
"9663",2
"9664",0
"9665",1
"9666",1
"9667",1
"9668",0
"9669",1
"9670",2
"9671",0
"9672",0
"9673",2
"9674",1
"9675",0
"9676",0
"9677",1
"9678",5
"9679",0
"9680",4
"9681",1
"9682",0
"9683",1
"9684",1
"9685",1
"9686",0
"9687",1
"9688",6
"9689",2
"9690",2
"9691",7
"9692",0
"9693",1
"9694",1
"9695",1
"9696",0
"9697",0
"9698",5
"9699",1
"9700",4
"9701",1
"9702",0
"9703",3
"9704",1
"9705",0
"9706",1
"9707",1
"9708",1
"9709",0
"9710",0
"9711",0
"9712",1
"9713",3
"9714",1
"9715",0
"9716",1
"9717",0
"9718",0
"9719",1
"9720",2
"9721",1
"9722",3
"9723",1
"9724",1
"9725",1
"9726",0
"9727",3
"9728",1
"9729",1
"9730",1
"9731",1
"9732",0
"9733",1
"9734",1
"9735",0
"9736",1
"9737",2
"9738",1
"9739",1
"9740",1
"9741",0
"9742",7
"9743",5
"9744",0
"9745",6
"9746",1
"9747",1
"9748",1
"9749",2
"9750",3
"9751",0
"9752",1
"9753",0
"9754",2
"9755",1
"9756",1
"9757",0
"9758",0
"9759",0
"9760",1
"9761",0
"9762",1
"9763",1
"9764",0
"9765",0
"9766",2
"9767",0
"9768",10
"9769",0
"9770",2
"9771",2
"9772",1
"9773",0
"9774",1
"9775",1
"9776",0
"9777",2
"9778",0
"9779",1
"9780",14
"9781",1
"9782",0
"9783",3
"9784",0
"9785",1
"9786",1
"9787",7
"9788",1
"9789",0
"9790",2
"9791",9
"9792",1
"9793",1
"9794",1
"9795",3
"9796",2
"9797",2
"9798",1
"9799",0
"9800",1
"9801",2
"9802",3
"9803",2
"9804",2
"9805",2
"9806",4
"9807",8
"9808",0
"9809",1
"9810",1
"9811",1
"9812",1
"9813",2
"9814",1
"9815",2
"9816",0
"9817",2
"9818",1
"9819",1
"9820",2
"9821",0
"9822",0
"9823",0
"9824",1
"9825",1
"9826",2
"9827",1
"9828",3
"9829",2
"9830",0
"9831",1
"9832",0
"9833",2
"9834",2
"9835",1
"9836",1
"9837",2
"9838",1
"9839",2
"9840",1
"9841",1
"9842",1
"9843",2
"9844",1
"9845",0
"9846",3
"9847",4
"9848",1
"9849",0
"9850",0
"9851",1
"9852",1
"9853",2
"9854",1
"9855",1
"9856",1
"9857",1
"9858",1
"9859",1
"9860",1
"9861",12
"9862",0
"9863",1
"9864",1
"9865",2
"9866",1
"9867",1
"9868",5
"9869",4
"9870",2
"9871",1
"9872",10
"9873",1
"9874",5
"9875",0
"9876",2
"9877",0
"9878",1
"9879",8
"9880",1
"9881",0
"9882",0
"9883",0
"9884",0
"9885",2
"9886",2
"9887",1
"9888",4
"9889",1
"9890",1
"9891",1
"9892",1
"9893",2
"9894",1
"9895",3
"9896",0
"9897",1
"9898",2
"9899",1
"9900",2
"9901",0
"9902",2
"9903",1
"9904",4
"9905",0
"9906",2
"9907",1
"9908",1
"9909",1
"9910",2
"9911",2
"9912",1
"9913",2
"9914",4
"9915",2
"9916",1
"9917",0
"9918",1
"9919",1
"9920",2
"9921",1
"9922",0
"9923",1
"9924",1
"9925",1
"9926",4
"9927",1
"9928",2
"9929",0
"9930",1
"9931",2
"9932",3
"9933",10
"9934",5
"9935",1
"9936",2
"9937",1
"9938",1
"9939",0
"9940",0
"9941",1
"9942",2
"9943",4
"9944",1
"9945",0
"9946",2
"9947",0
"9948",1
"9949",3
"9950",1
"9951",0
"9952",0
"9953",3
"9954",6
"9955",0
"9956",3
"9957",2
"9958",0
"9959",3
"9960",2
"9961",3
"9962",3
"9963",1
"9964",1
"9965",1
"9966",1
"9967",1
"9968",0
"9969",0
"9970",1
"9971",1
"9972",1
"9973",7
"9974",0
"9975",1
"9976",1
"9977",1
"9978",0
"9979",2
"9980",0
"9981",2
"9982",0
"9983",1
"9984",1
"9985",0
"9986",1
"9987",0
"9988",1
"9989",2
"9990",0
"9991",2
"9992",1
"9993",0
"9994",3
"9995",1
"9996",1
"9997",3
"9998",1
"9999",3
"10000",1
